Class	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor
212509_s_at	0.592321575	0.563794136	0.474196017	0.493970454	0.584845364	0.392269313	0.808293462	0.549834609	0.549834609	0.602325857	0.492511868	0.327073395	0.525714159	0.39280054	0.491785407	0.362209171	0.66452378	0.662962854	0.6452142	0.50822109	0.304333776	0.653873026	0.400865614	0.466113538	0.39707914	0.817998946	0.554398656	0.402500927	0.693495214	0.497650325	0.458890349	0.411354393	0.680955589	0.157795772	0.315993041	0.506685853	0.457595199	0.454380989	0.381804675	0.394399017	0.44184497	0.462152362	0.462808967	0.42801109	0.535771608	0.448050559	0.400322199	0.46811375	0.436361223	0.379747152	0.383873731	0.52407527	0.399237871	0.576596498	0.510540307	0.351580858	0.419866979	0.374146968	0.359768182	0.417576015	0.415300429	0.378722638	0.380260468	0.438178778	0.409677029	0.474196017	0.355412513	0.368629038	0.417576015	0.513663828
212526_at	0.504399061	0.533220053	0.482505739	0.520022273	0.418147296	0.548032582	0.499881715	0.551649988	0.474879593	0.090999767	0.256539017	0.382320851	0.559050262	0.217059165	0.072535984	0.359768182	0.602325857	0.352535278	0.099901766	0.027623326	0.608093083	0.255381823	0.546243668	0.518418372	0.517620027	0.399779618	0.501379311	0.460190982	0.125803277	0.173863515	0.306041926	0.540952981	0.661415577	0.177930593	0.352057785	0.515239298	0.44184497	0.430375189	0.502885044	0.472154766	0.464126468	0.505159199	0.465449721	0.419866979	0.47351405	0.453104585	0.493240207	0.479709506	0.493240207	0.534918249	0.443076432	0.493970454	0.470127434	0.415300429	0.496172577	0.45119974	0.430375189	0.475564748	0.460843384	0.46811375	0.531533122	0.455021173	0.50822109	0.469454706	0.426249057	0.507452428	0.454380989	0.436965942	0.453104585	0.456949681
212531_at	0.370125979	0.399237871	0.595605195	0.498392135	0.403047711	0.817998946	0.536627829	0.573578715	0.791331649	0.274217367	0.614023626	0.81302315	0.222847193	0.667687595	0.481104255	0.215620726	0.303907752	0.48462072	0.443076432	0.295052081	0.371628851	0.571588576	0.447424501	0.808293462	0.834802151	0.380260468	0.393865407	0.602325857	0.403595358	0.51603049	0.251542717	0.327073395	0.251160353	0.144622594	0.787487805	0.763724506	0.787487805	0.757725418	0.787487805	0.675858557	0.823256075	0.803781211	0.808293462	0.817998946	0.780181646	0.803781211	0.803781211	0.795318604	0.795318604	0.787487805	0.834802151	0.823256075	0.595605195	0.783774734	0.834802151	0.799462855	0.783774734	0.808293462	0.823256075	0.69536835	0.841220796	0.823256075	0.776699185	0.749232173	0.763724506	0.754830897	0.432159483	0.783774734	0.736200035	0.705082774
212576_at	0.413039982	0.405794591	0.478321403	0.409677029	0.438178778	0.472154766	0.472833633	0.399237871	0.341229349	0.424496353	0.351104498	0.377191186	0.455662668	0.350153476	0.392269313	0.455021173	0.486751348	0.35879606	0.435155183	0.382320851	0.47351405	0.323941946	0.423914164	0.448677868	0.51131779	0.466113538	0.479709506	0.400865614	0.414168328	0.450567365	0.418147296	0.474196017	0.497650325	0.47351405	0.397617608	0.403047711	0.438178778	0.466113538	0.433953583	0.438178778	0.50822109	0.389098167	0.441231012	0.481804162	0.462808967	0.425079554	0.403047711	0.422173679	0.40414387	0.372634083	0.460190982	0.444312662	0.393865407	0.438178778	0.424496353	0.474879593	0.426249057	0.448050559	0.483209014	0.433953583	0.405794591	0.438786894	0.408563316	0.417576015	0.378722638	0.387522966	0.457595199	0.42860052	0.383873731	0.422173679
212587_s_at	0.410794377	0.736200035	0.691643715	0.627710044	0.650941491	0.63030231	0.743865192	0.731319368	0.560936511	0.53406775	0.415867895	0.724303663	0.638292134	0.559991539	0.495436609	0.705082774	0.656852365	0.414733917	0.635592103	0.614023626	0.719810903	0.612823844	0.601191044	0.610445023	0.6452142	0.763724506	0.719810903	0.776699185	0.411354393	0.6583606	0.760688543	0.757725418	0.540952981	0.743865192	0.699182212	0.697263777	0.693495214	0.585898101	0.536627829	0.715452552	0.770034313	0.629001915	0.652401388	0.608093083	0.667687595	0.615230381	0.689813197	0.585898101	0.623884141	0.635592103	0.585898101	0.563794136	0.567658901	0.583797574	0.650941491	0.717615545	0.608093083	0.63693738	0.603466809	0.736200035	0.679239452	0.59782213	0.724303663	0.66452378	0.5507406	0.643809378	0.680955589	0.621373653	0.571588576	0.6452142
212588_at	0.48462072	0.743865192	0.757725418	0.662962854	0.672543585	0.667687595	0.752000928	0.766838014	0.760688543	0.641030729	0.491060764	0.733738124	0.705082774	0.603466809	0.542704105	0.715452552	0.699182212	0.398696959	0.674193025	0.648055792	0.780181646	0.675858557	0.609265745	0.66452378	0.674193025	0.776699185	0.672543585	0.808293462	0.52407527	0.719810903	0.741261244	0.719810903	0.606926918	0.738707006	0.760688543	0.754830897	0.746521235	0.649493039	0.59893924	0.749232173	0.763724506	0.669291198	0.719810903	0.621373653	0.728941858	0.684441805	0.731319368	0.63030231	0.666098535	0.672543585	0.641030729	0.615230381	0.634256065	0.652401388	0.659881592	0.715452552	0.653873026	0.670909762	0.63693738	0.763724506	0.713320613	0.66452378	0.757725418	0.70112431	0.621373653	0.691643715	0.709145784	0.63030231	0.641030729	0.733738124
212592_at	0.323051453	0.228324905	0.588018596	0.393865407	0.224302948	0.409119725	0.357342392	0.100219913	0.56283778	0.48462072	0.303482115	0.618894041	0.52736342	0.417576015	0.358310878	0.281062186	0.434553832	0.567658901	0.746521235	0.834802151	0.356859028	0.773319185	0.553478956	0.356859028	0.288416982	0.462152362	0.211325347	0.288828939	0.253842831	0.346842587	0.379234552	0.08813931	0.068697713	0.042491507	0.52902323	0.52902323	0.578630686	0.543584287	0.59782213	0.6583606	0.357342392	0.59893924	0.59782213	0.573578715	0.507452428	0.581716597	0.555321813	0.61644429	0.601191044	0.594505131	0.427422702	0.53406775	0.674193025	0.57558614	0.501379311	0.508991957	0.559991539	0.455662668	0.542704105	0.631611347	0.563794136	0.629001915	0.287183285	0.641030729	0.655356586	0.61766547	0.508991957	0.627710044	0.733738124	0.59782213
212667_at	0.269442379	0.117772587	0.119696289	0.355894089	0.083052076	0.151186764	0.128059626	0.130966127	0.205289841	0.231636345	0.266677886	0.011772431	0.190611601	0.146259651	0.191130459	0.042991553	0.084006257	0.31511876	0.209544256	0.100219913	0.202820972	0.173863515	0.145277098	0.106907524	0.207413524	0.029901668	0.237571031	0.110416748	0.162117496	0.169481069	0.128059626	0.115210898	0.242439508	0.188884929	0.027623326	0.071257658	0.101811036	0.120979987	0.205643311	0.204583496	0.036774747	0.178950742	0.165122077	0.044985339	0.04199088	0.056454752	0.131612897	0.178950742	0.228691906	0.165456578	0.160785481	0.150528401	0.182019457	0.196514457	0.129996583	0.108502008	0.167801812	0.00144547	0.175216839	0.197561443	0.062274102	0.122264713	0.12773706	0.109140083	0.166460872	0.174878284	0.122907467	0.069978267	0.124515556	0.163785398
212698_s_at	0.043324534	0	0.016099367	0.104039744	0.119375519	0.12130107	0.122264713	0.049274385	0.248871744	0.077002943	0.038972192	0.063240156	0.04762939	0.077640302	0.095449626	0.079551421	0.04199088	0.097675279	0.107226342	0.018749861	0.006687599	0.096085459	0.020421652	0.009501977	0.01762202	0.039645292	0.039477102	0.26236394	0.053201593	0.021524014	0.166795909	0.103084408	0.104358256	0.022798987	0.111055344	0.165122077	0.186818451	0.150857523	0.074451663	0.13842456	0.065651178	0.202117294	0.094813839	0.073494084	0.049930885	0.090364128	0.112972245	0.095449626	0.245835334	0.099901766	0.106588736	0.166795909	0.168137386	0.003098096	0.025139021	0.069978267	0.102447666	0.126769841	0.1342033	0.222483799	0.105951279	0.068056971	0.068056971	0.15547727	0.162784278	0.128704965	0.154485419	0.103084408	0.166460872	0.116491288
212723_at	0.583797574	0.569615483	0.582754731	0.623884141	0.608093083	0.606926918	0.622624934	0.594505131	0.602325857	0.479014635	0.521636009	0.639656544	0.567658901	0.574580252	0.429782569	0.535771608	0.59893924	0.569615483	0.546243668	0.458890349	0.492511868	0.603466809	0.603466809	0.577611327	0.627710044	0.625151277	0.542704105	0.520827889	0.593410611	0.611631036	0.548032582	0.596710801	0.689813197	0.558112741	0.652401388	0.555321813	0.620130003	0.623884141	0.643809378	0.596710801	0.659881592	0.57258153	0.595605195	0.650941491	0.626426518	0.586955786	0.627710044	0.618894041	0.553478956	0.569615483	0.650941491	0.63030231	0.578630686	0.691643715	0.56283778	0.631611347	0.618894041	0.650941491	0.659881592	0.517620027	0.559991539	0.620130003	0.581716597	0.581716597	0.641030729	0.601191044	0.648055792	0.547136545	0.627710044	0.569615483
212750_at	0.312072396	0.266677886	0.594505131	0.412477195	0.338451475	0.069658242	0.586955786	0.255381823	0.362209171	0.333862901	0.430968881	0.326624632	0.356859028	0.297145098	0.303907752	0.103084408	0.237571031	0.494702578	0.553478956	0.466113538	0.429782569	0.554398656	0.086549938	0.316430837	0.204583496	0.531533122	0.504399061	0.443076432	0.541827023	0.470801681	0.503641009	0.347785771	0.337529659	0.532375216	0.39280054	0.340765059	0.404693246	0.377191186	0.278232098	0.382837743	0.273019314	0.312072396	0.44246009	0.356859028	0.486751348	0.456305504	0.379747152	0.264712483	0.388572335	0.361719757	0.32171917	0.275819331	0.401409864	0.435155183	0.290480375	0.290066987	0.399779618	0.320390999	0.380260468	0.406899422	0.388047278	0.352535278	0.383873731	0.44555372	0.414168328	0.423914164	0.352057785	0.246971995	0.385433227	0.488180608
212764_at	0.366147131	0.171500757	0.44184497	0.32171917	0.231267467	0.369626343	0.141029969	0.074132524	0.501379311	0.409119725	0.373137712	0.373641998	0.231636345	0.206704855	0.398696959	0.168473095	0.384392828	0.482505739	0.467445523	0.126447588	0.456949681	0.464126468	0.309046954	0.42801109	0.368629038	0.498392135	0.410235256	0.383873731	0.438786894	0.515239298	0.493970454	0.443076432	0.375158966	0.52736342	0.414733917	0.353013366	0.361719757	0.295052081	0.297145098	0.360255152	0.446176082	0.360742748	0.423332989	0.309046954	0.499881715	0.433354467	0.470127434	0.297564834	0.384392828	0.366642237	0.326624632	0.318626463	0.315555662	0.377700984	0.404693246	0.396004677	0.325728536	0.381804675	0.323051453	0.359768182	0.387522966	0.396004677	0.350628704	0.466113538	0.334776551	0.40634656	0.303056896	0.29463461	0.328422576	0.481104255
212768_s_at	0.334319472	0.212039188	0.206704855	0.254227161	0.329324394	0.488180608	0.275418341	0.327972353	0.770034313	0.25731191	0.603466809	0.770034313	0.149541676	0.479014635	0.268650979	0.037959926	0.037621785	0.369626343	0.31034103	0.366147131	0.297145098	0.534918249	0.28025189	0.63693738	0.699182212	0.380774468	0.064848132	0.315555662	0.31994921	0.289653927	0.132583663	0.145932034	0.075089775	0.011972433	0.596710801	0.570599914	0.621373653	0.625151277	0.638292134	0.483209014	0.454380989	0.448677868	0.703090906	0.629001915	0.693495214	0.63030231	0.600062191	0.609265745	0.611631036	0.39280054	0.63693738	0.707100749	0.218861982	0.56283778	0.731319368	0.6452142	0.699182212	0.368131369	0.680955589	0.505159199	0.699182212	0.611631036	0.57558614	0.6046139	0.650941491	0.626426518	0.207059085	0.6452142	0.591237903	0.567658901
212775_at	0.16245082	0.053853542	0.309909254	0.415867895	0.235709757	0.204583496	0.011365088	0.060015973	0.197212264	0.092906706	0.109459184	0.115530916	0.269838572	0.132583663	0.346842587	0.377700984	0.357342392	0.34873116	0.184072316	0.132583663	0.576596498	0.054830201	0.410794377	0.197910786	0.12130107	0.369127363	0.481804162	0.075727694	0.151845589	0.065169424	0.093224548	0.566686749	0.477629811	0.09831132	0.160785481	0.193383142	0.095449626	0.158459276	0.100856289	0.059046358	0.086867832	0.177930593	0.143314794	0.045647826	0.112972245	0.088774994	0.121943429	0.259637505	0.201765731	0.181336433	0.035925385	0.196863279	0.212753847	0.220308095	0.182703108	0.184757873	0.143968493	0.092271052	0.218500987	0.152175173	0.124515556	0.173187718	0.161118299	0.139726505	0.221757695	0.184757873	0.189575091	0.201414362	0.119696289	0.203525409
212788_x_at	0.803781211	0.791331649	0.900304139	0.841220796	0.780181646	0.795318604	0.841220796	0.799462855	0.783774734	0.760688543	0.808293462	0.848193526	0.864423931	0.763724506	0.731319368	0.874211013	0.848193526	0.803781211	0.791331649	0.754830897	0.848193526	0.783774734	0.817998946	0.770034313	0.808293462	0.855859518	0.841220796	0.855859518	0.795318604	0.783774734	0.855859518	0.834802151	0.900304139	0.823256075	0.848193526	0.834802151	0.823256075	0.841220796	0.817998946	0.81302315	0.874211013	0.817998946	0.834802151	0.841220796	0.848193526	0.828838408	0.834802151	0.817998946	0.855859518	0.817998946	0.817998946	0.808293462	0.823256075	0.855859518	0.773319185	0.834802151	0.823256075	0.834802151	0.808293462	0.848193526	0.799462855	0.803781211	0.823256075	0.817998946	0.803781211	0.848193526	0.855859518	0.834802151	0.799462855	0.834802151
212827_at	0.691643715	0.803781211	0.635592103	0.394933432	0.834802151	0.31994921	0.754830897	0.743865192	0.670909762	0.703090906	0.773319185	0.736200035	0.379234552	0.823256075	0.828838408	0.327972353	0.429191023	0.581716597	0.670909762	0.900304139	0.526537478	0.674193025	0.457595199	0.29672572	0.374652624	0.662962854	0.359768182	0.697263777	0.799462855	0.400865614	0.900304139	0.379747152	0.338913143	0.297984988	0.675858557	0.642414987	0.579654694	0.411354393	0.48462072	0.583797574	0.456305504	0.397617608	0.545354068	0.416436315	0.520827889	0.614023626	0.565718591	0.510540307	0.348258197	0.582754731	0.462808967	0.414168328	0.582754731	0.466778785	0.44493258	0.483914018	0.555321813	0.602325857	0.53406775	0.70112431	0.576596498	0.512097538	0.684441805	0.552562773	0.493240207	0.460843384	0.662962854	0.347785771	0.46811375	0.51603049
212843_at	0.180995151	0.069338143	0.077321641	0.092588879	0.155146539	0.250396401	0.04199088	0.039645292	0.183729768	0.183045164	0.085596174	0.186130941	0.466113538	0.04696982	0.103084408	0.390152127	0.240187213	0.070298225	0.155146539	0.097039305	0.466778785	0.082097687	0.168137386	0.303482115	0.234225139	0.276622266	0.324834287	0.239812732	0.193036094	0.106588736	0.32171917	0.686212778	0.103084408	0.173187718	0.129027754	0.326624632	0.173187718	0.12162222	0.112652645	0.31730774	0.268650979	0.12130107	0.126769841	0.092906706	0.117131822	0.196863279	0.141682282	0.191649646	0.091953225	0.129027754	0.172175109	0.038972192	0.190265939	0.037113827	0.04729972	0.213827372	0.152504861	0.246971995	0.069658242	0.233114228	0.259637505	0.11009752	0.268650979	0.060015973	0.176572531	0.109459184	0.155146539	0.188884929	0.140378043	0.066132747
212845_at	0.051241454	0.330680788	0.132583663	0.119375519	0.315993041	0.156801403	0.078755282	0.269442379	0.26236394	0.340765059	0.281062186	0.045316711	0.078277498	0.401954979	0.500629485	0.12773706	0.108502008	0.403047711	0.515239298	0.429191023	0.085596174	0.443693936	0.077640302	0.074770749	0.105951279	0.272222221	0.0675762	0.389098167	0.33022818	0.140378043	0.147407144	0.157795772	0.153494626	0.256925344	0.19442533	0.198610038	0.160785481	0.085119247	0.012377227	0.170153737	0.094337031	0.060015973	0.077799611	0.097039305	0.143968493	0.140052229	0.172175109	0.136799201	0.202117294	0.176572531	0.129996583	0.118093051	0.135176092	0.15547727	0.118413582	0.181677863	0.195469096	0.19407776	0.068697713	0.225397125	0.187850937	0.173525542	0.251542717	0.095449626	0.067415908	0.120338008	0.263928443	0.083052076	0.130966127	0.190265939
212850_s_at	0.132583663	0.167801812	0.135500535	0.140703961	0.129996583	0.067415908	0.069818258	0.155146539	0.105313972	0.176233381	0.103721268	0.072855413	0.013965082	0.215620726	0.297145098	0.058075555	0.068377383	0.090046309	0.271824151	0.017243469	0.04696982	0.083052076	0.119054809	0.060984455	0.13777414	0.208833218	0.120338008	0.042991553	0.118734166	0.052875359	0.122586057	0.044321824	0.097039305	0.077640302	0.040987518	0.100219913	0.084006257	0.087821454	0.139075339	0.094813839	0.097039305	0.09354239	0.064848132	0.105632611	0.124515556	0.00144547	0.122264713	0.013768133	0.03421887	0.019309781	0.233484283	0.140052229	0.011366381	0.104358256	0.009083079	0.060015973	0.074451663	0.10212934	0.153494626	0.091953225	0.011974826	0.134527475	0.051241454	0.108502008	0.061629511	0.087821454	0.051568605	0.074770749	0.092906706	0.07157734
212854_x_at	0.524893403	0.487465084	0.59893924	0.583797574	0.365158856	0.518418372	0.490337998	0.520022273	0.642414987	0.514450371	0.490337998	0.594505131	0.516824067	0.510540307	0.57558614	0.524893403	0.540952981	0.540081978	0.552562773	0.588018596	0.515239298	0.548931956	0.569615483	0.539214015	0.540952981	0.540081978	0.571588576	0.60576725	0.481804162	0.542704105	0.614023626	0.581716597	0.533220053	0.606926918	0.63693738	0.533220053	0.526537478	0.498392135	0.48961705	0.547136545	0.622624934	0.481804162	0.498392135	0.52407527	0.506685853	0.495436609	0.534918249	0.51287955	0.449306428	0.538348973	0.500629485	0.483914018	0.531533122	0.52902323	0.539214015	0.603466809	0.53406775	0.482505739	0.453742117	0.532375216	0.51603049	0.487465084	0.524893403	0.535771608	0.45119974	0.529857159	0.563794136	0.517620027	0.505159199	0.549834609
212912_at	0.077321641	0.104676791	0.173525542	0.344962865	0.237198278	0.30732733	0.138749897	0.145604506	0.237571031	0.08813931	0.024422679	0.261583477	0.066132747	0.290894151	0.103402823	0.155808136	0.265497744	0.377191186	0.060984455	0.236081526	0.062918246	0.437571794	0.190265939	0.368131369	0.422752827	0.040149193	0.100856289	0.290066987	0.202469036	0.264712483	0.254227161	0.090999767	0.300936729	0.263928443	0.158791229	0.218140215	0.281062186	0.210256085	0.246971995	0.095449626	0.354931504	0.119696289	0.320390999	0.218140215	0.249633521	0.178610533	0.282280177	0.288828939	0.267071903	0.291308284	0.324834287	0.270235062	0.13290742	0.152834669	0.393865407	0.322606891	0.239438489	0.196514457	0.13614969	0.210612297	0.344494283	0.272222221	0.234225139	0.230898827	0.216699243	0.270235062	0.159787789	0.196514457	0.081143059	0.183387384
212946_at	0.302632064	0.417005688	0.240187213	0.317746878	0.42860052	0.345431983	0.324387878	0.415300429	0.388572335	0.394399017	0.416436315	0.393865407	0.382837743	0.335692227	0.374146968	0.44493258	0.35445109	0.402500927	0.320833266	0.400322199	0.469454706	0.363681197	0.34637183	0.36269924	0.345901638	0.38491267	0.344026238	0.386476606	0.269838572	0.422173679	0.410235256	0.340765059	0.380774468	0.406899422	0.309046954	0.388572335	0.378211468	0.332951248	0.365158856	0.394933432	0.194773078	0.373641998	0.322606891	0.311638922	0.305614293	0.248871744	0.34215951	0.353013366	0.368629038	0.35879606	0.300936729	0.324387878	0.371628851	0.260415018	0.340301275	0.317746878	0.390152127	0.341694146	0.375665993	0.391209155	0.364665687	0.327972353	0.358310878	0.26825574	0.366147131	0.339838058	0.368629038	0.327522635	0.333862901	0.303907752
212956_at	0.393865407	0.007793596	0.115530916	0.010339994	0.025852343	0.212753847	0.030424032	0.037621785	0.493970454	0.140378043	0.069658242	0.233114228	0.104995362	0.04762939	0.029727362	0.302207649	0.060984455	0.322162807	0.00201183	0.46811375	0.196863279	0.351104498	0.082415842	0.037959926	0.185100898	0.109140083	0.125159279	0.552562773	0.005313371	0.053853542	0.627710044	0.118093051	0	0.574580252	0.351580858	0.348258197	0.317746878	0.207413524	0.131612897	0.379234552	0.219584614	0.27063185	0.291722775	0.194773078	0.248491257	0.125159279	0.320390999	0.214902759	0.253458798	0.230898827	0.226859182	0.217059165	0.331587493	0.043324534	0.161118299	0.251542717	0.236825779	0.023342185	0.116811529	0.413039982	0.353013366	0.094813839	0.30861643	0.247351408	0.248491257	0.260415018	0.403047711	0.131612897	0.254996657	0.229426607
212995_x_at	0.535771608	0.518418372	0.52902323	0.570599914	0.560936511	0.588018596	0.538348973	0.559991539	0.465449721	0.576596498	0.569615483	0.556248546	0.646629572	0.564754367	0.514450371	0.610445023	0.595605195	0.590159535	0.536627829	0.57258153	0.66452378	0.522446573	0.548931956	0.529857159	0.559050262	0.502131164	0.642414987	0.464787364	0.56283778	0.632929206	0.520022273	0.56283778	0.615230381	0.497650325	0.480406046	0.554398656	0.5192191	0.583797574	0.594505131	0.564754367	0.436965942	0.528191984	0.5507406	0.586955786	0.565718591	0.559991539	0.502885044	0.559050262	0.486751348	0.526537478	0.568635166	0.581716597	0.573578715	0.560936511	0.564754367	0.493970454	0.57258153	0.544467568	0.600062191	0.577611327	0.520022273	0.569615483	0.522446573	0.570599914	0.579654694	0.541827023	0.566686749	0.610445023	0.592321575	0.566686749
213050_at	0.04132228	0.01986682	0.013571184	0.078596018	0.03318971	0.010339994	0.013372229	0.076365411	0.228691906	0.006439173	0.074132524	0.008008374	0.086549938	0.320390999	0.52407527	0.144622594	0.039140552	0.058399294	0	0.091317587	0.134527475	0.087185718	0.026207916	0.027270475	0	0.075727694	0.006879824	0.03181091	0.34262538	0.056130152	0.153824776	0.018936502	0.010749017	0.046474494	0.020236889	0.005076343	0.04132228	0.012176027	0.04132228	0.003060987	0.008868281	0.020236889	0.013965082	0.010132123	0.008657211	0.048781432	0.032156345	0.002578191	0.009505347	0.007355207	0.030075975	0.068697713	0.006909242	0.022071755	0.057427667	0.013571184	0.004840709	0.010957746	0.103721268	0.011366381	0.010752764	0	0.01667323	0	0.017053856	0.010339994	0.046309307	0.009924251	0	0.002547221
213055_at	0.24773109	0.278635383	0.242063493	0.106588736	0.236081526	0.269442379	0.303482115	0.31034103	0.226859182	0.261193693	0.227225274	0.168808952	0.272222221	0.262754619	0.285134196	0.273019314	0.353971273	0.203525409	0.335234135	0.302632064	0.264320314	0.265890807	0.27063185	0.19442533	0.275017709	0.383355379	0.309046954	0.167466372	0.323051453	0.40634656	0.299669355	0.314682245	0.297984988	0.324834287	0.171163782	0.231636345	0.232005447	0.220308095	0.172512501	0.195817381	0.297145098	0.200361356	0.210256085	0.254996657	0.202820972	0.215261638	0.044985339	0.193730369	0.247351408	0.220670179	0.157795772	0.29546991	0.164453477	0.318626463	0.246592849	0.244701058	0.201765731	0.115850985	0.220308095	0.208833218	0.207413524	0.281873822	0.209900066	0.159455478	0.233484283	0.245835334	0.259637505	0.300091416	0.175555542	0.19616583
213075_at	0.096085459	0.256153017	0.201063171	0.246592849	0.15547727	0.106588736	0.103402823	0.118734166	0.285952777	0.009923197	0.234225139	0.030075975	0.337529659	0.122264713	0.068217173	0.287594169	0.129027754	0.487465084	0.461497158	0.177251264	0.014552172	0.337069541	0.094178103	0.057913616	0.154815927	0.133555189	0.04960274	0.185100898	0.110416748	0.132583663	0.193036094	0.085278228	0.270235062	0.141682282	0.176911816	0.03111852	0.113611601	0.143314794	0.105951279	0.056130152	0.120658964	0.125481248	0.101811036	0.102766022	0.083052076	0.069017969	0.131936401	0.187506616	0.150528401	0.104358256	0.056130152	0.107226342	0.104039744	0.213827372	0.044653714	0.155808136	0.125481248	0.113931358	0.180654034	0.145932034	0.204230607	0.119696289	0.13614969	0.012176027	0.17589438	0.052875359	0.077958919	0.147899315	0.085914113	0.118734166
213110_s_at	0.021340791	0.189575091	0.286772758	0.01571501	0.119054809	0.038635124	0.037621785	0.129350618	0.076684199	0.017053856	0.054830201	0.083052076	0.401409864	0.050586566	0.123872116	0.119375519	0.512097538	0.040149193	0.032328814	0.038635124	0.097039305	0.046309307	0.40414387	0.028678065	0.013175303	0.048288047	0.297145098	0.047958829	0.029378179	0.058075555	0.11073602	0.319066912	0.496910483	0.128059626	0.146915197	0.017053856	0.073813334	0.087185718	0.106269993	0.035244044	0.088457152	0.015522444	0.027270475	0.149541676	0.137124091	0.068056971	0.028151318	0.062274102	0.090681948	0.076046571	0.068377383	0.022980344	0.072216503	0.061307043	0.048781432	0.120979987	0.029378179	0.111055344	0.118093051	0.023342185	0.054179262	0.090681948	0.017999241	0.026562786	0.045316711	0.031464972	0.003060987	0.051568605	0.039645292	0.016099367
213122_at	0.338451475	0.054179262	0.309477896	0.147571176	0.271824151	0.226127699	0.086549938	0.126447588	0.244323477	0.217059165	0.091317587	0.21311149	0.244323477	0.20918864	0.279442966	0.437571794	0.264712483	0.229059145	0.04960274	0.08972849	0.196514457	0.19234252	0.120338008	0.186474606	0.246213958	0.097357281	0.208833218	0.302632064	0.389624745	0.548931956	0.344026238	0.079551421	0.177251264	0.326176345	0.224302948	0.303056896	0.220308095	0.200712174	0.131936401	0.218500987	0.21994625	0.203877911	0.243569121	0.13290742	0.130642861	0.250778228	0.297564834	0.243569121	0.188884929	0.290066987	0.265890807	0.271028966	0.263928443	0.094178103	0.231636345	0.136474401	0.29463461	0.189229935	0.266677886	0.244323477	0.283908963	0.218500987	0.250014812	0.272620618	0.233854592	0.188195437	0.291722775	0.205643311	0.239812732	0.240187213
213147_at	0.147571176	0.520022273	0.40634656	0.27063185	0.417576015	0.283501238	0.46811375	0.496910483	0.127092168	0.068056971	0.04762939	0.137124091	0.405243486	0.13842456	0.236453533	0.515239298	0.145604506	0.170826957	0.145604506	0.099901766	0.060015973	0.098947436	0.53748697	0.275418341	0.283501238	0.250778228	0.555321813	0.24168773	0.076365411	0.252691537	0.147407144	0.518418372	0.1342033	0.301783621	0.221394971	0.223938674	0.269838572	0.329324394	0.256153017	0.270235062	0.178270489	0.263145596	0.265890807	0.186474606	0.29672572	0.266677886	0.191995993	0.282280177	0.232744396	0.256539017	0.290894151	0.282686859	0.270235062	0.274617374	0.250014812	0.204230607	0.200361356	0.323496461	0.34215951	0.084324278	0.202820972	0.305187047	0.247351408	0.259249181	0.320390999	0.250778228	0.265104949	0.231636345	0.281873822	0.261583477
213150_at	0.08018817	0.57558614	0.505159199	0.091635406	0.564754367	0.268650979	0.514450371	0.606926918	0.025496051	0.19616583	0.064205244	0.060338926	0.51131779	0.079551421	0.009083079	0.576596498	0.124837384	0.009713167	0.084960259	0.163451567	0.030424032	0.025852343	0.625151277	0.34873116	0.26197356	0.083688214	0.560936511	0.236825779	0.119375519	0.122586057	0.076684199	0.53406775	0.113611601	0.123550497	0.164119378	0.24168773	0.263928443	0.349204719	0.281467825	0.216339529	0.25731191	0.217059165	0.249252498	0.251160353	0.248111039	0.203173101	0.139075339	0.285134196	0.29463461	0.256925344	0.24773109	0.293800801	0.350153476	0.305614293	0.260804206	0.164119378	0.250778228	0.269442379	0.34262538	0.17589438	0.238690749	0.274617374	0.250396401	0.268650979	0.273019314	0.304760218	0.217419297	0.24168773	0.254227161	0.30732733
213156_at	0.390680254	0.447424501	0.199660271	0.299247682	0.337529659	0.348258197	0.278635383	0.350153476	0.474196017	0.458242089	0.327522635	0.391738832	0.245078892	0.326176345	0.418147296	0.319507837	0.394933432	0.440006644	0.419866979	0.395468652	0.315993041	0.472833633	0.324387878	0.423332989	0.386476606	0.582754731	0.448677868	0.540081978	0.340765059	0.492511868	0.501379311	0.558112741	0.461497158	0.63030231	0.443693936	0.368629038	0.438786894	0.289241254	0.304760218	0.409119725	0.423914164	0.274217367	0.403047711	0.349204719	0.446176082	0.29672572	0.372634083	0.373137712	0.280656874	0.343558759	0.343091816	0.371628851	0.31994921	0.126769841	0.388572335	0.429782569	0.355894089	0.24319233	0.272222221	0.400865614	0.375158966	0.344962865	0.399779618	0.375158966	0.344026238	0.322606891	0.408563316	0.237198278	0.355894089	0.435757637
