Class	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor
213158_at	0.326624632	0.383355379	0.075408757	0.308186293	0.448677868	0.322606891	0.285952777	0.300936729	0.412477195	0.385433227	0.275017709	0.334776551	0.224302948	0.312072396	0.340765059	0.226127699	0.380260468	0.392269313	0.364665687	0.419292778	0.28309387	0.420442164	0.252308309	0.365158856	0.334319472	0.530693769	0.379234552	0.502885044	0.339375317	0.439396203	0.457595199	0.451833397	0.39707914	0.585898101	0.393332571	0.331133902	0.382320851	0.263928443	0.238690749	0.369626343	0.340765059	0.258085966	0.360255152	0.261193693	0.401409864	0.227591589	0.335692227	0.304333776	0.239064485	0.297984988	0.313375384	0.306041926	0.258085966	0.045151025	0.336150825	0.371628851	0.289241254	0.212039188	0.216339529	0.340301275	0.350153476	0.28309387	0.319507837	0.311205864	0.284317017	0.277426511	0.36269924	0.262754619	0.31730774	0.371628851
213166_x_at	0.51287955	0.462808967	0.502131164	0.546243668	0.5192191	0.568635166	0.491785407	0.496172577	0.464787364	0.559991539	0.559991539	0.518418372	0.622624934	0.503641009	0.483209014	0.566686749	0.56283778	0.576596498	0.538348973	0.557178795	0.631611347	0.528191984	0.508991957	0.51131779	0.536627829	0.480406046	0.59782213	0.450567365	0.531533122	0.600062191	0.534918249	0.524893403	0.563794136	0.455021173	0.455021173	0.503641009	0.47351405	0.548931956	0.548032582	0.534918249	0.422173679	0.491785407	0.502885044	0.555321813	0.514450371	0.530693769	0.480406046	0.53406775	0.493970454	0.507452428	0.548931956	0.547136545	0.539214015	0.48889792	0.548931956	0.476251483	0.532375216	0.506685853	0.556248546	0.520827889	0.496172577	0.528191984	0.449306428	0.514450371	0.540952981	0.499135941	0.556248546	0.591237903	0.540081978	0.524893403
213193_x_at	0.479709506	0.290480375	0.443076432	0.432159483	0.481804162	0.410235256	0.360742748	0.336150825	0.666098535	0.468783468	0.372131139	0.547136545	0.417576015	0.36565268	0.355894089	0.345431983	0.394399017	0.313375384	0.500629485	0.426249057	0.410794377	0.441231012	0.398156852	0.405794591	0.426835358	0.51131779	0.403047711	0.622624934	0.343558759	0.920959234	0.609265745	0.388572335	0.288828939	0.493970454	0.620130003	0.635592103	0.589086473	0.406899422	0.486751348	0.669291198	0.44493258	0.480406046	0.574580252	0.529857159	0.52736342	0.443693936	0.553478956	0.491060764	0.52407527	0.536627829	0.463467002	0.466113538	0.512097538	0.516824067	0.469454706	0.564754367	0.548032582	0.382320851	0.48961705	0.699182212	0.561885238	0.497650325	0.649493039	0.53748697	0.48889792	0.494702578	0.659881592	0.448677868	0.584845364	0.565718591
213222_at	0.245456979	0.399779618	0.326176345	0.374146968	0.212039188	0.310773253	0.266284198	0.376682103	0.298405498	0.388047278	0.334319472	0.309477896	0.380260468	0.396541506	0.275017709	0.17589438	0.479709506	0.305187047	0.197910786	0.36565268	0.361719757	0.411354393	0.303056896	0.345901638	0.265104949	0.538348973	0.299669355	0.394399017	0.279847264	0.148555934	0.256153017	0.278232098	0.472154766	0.13614969	0.271426409	0.323051453	0.337529659	0.279847264	0.218140215	0.377191186	0.281873822	0.197212264	0.295052081	0.237944022	0.210256085	0.20599696	0.284317017	0.290480375	0.269838572	0.236453533	0.258085966	0.237198278	0.272222221	0.212396413	0.264712483	0.258085966	0.249252498	0.206704855	0.232005447	0.306041926	0.303907752	0.20599696	0.290066987	0.252308309	0.239064485	0.305187047	0.339838058	0.225762308	0.299669355	0.290480375
213226_at	0.329324394	0.417576015	0.408563316	0.352535278	0.542704105	0.387522966	0.35879606	0.398156852	0.33660993	0.379234552	0.48961705	0.435757637	0.505159199	0.382837743	0.404693246	0.404693246	0.382320851	0.315555662	0.322606891	0.539214015	0.505159199	0.322162807	0.42860052	0.410235256	0.413603693	0.278635383	0.210968718	0.220308095	0.414733917	0.501379311	0.180313066	0.244701058	0.331133902	0.028853241	0.381289214	0.373137712	0.36269924	0.34873116	0.483914018	0.340301275	0.31730774	0.454380989	0.357342392	0.405794591	0.433354467	0.466113538	0.410235256	0.402500927	0.443076432	0.482505739	0.401954979	0.458242089	0.448050559	0.369626343	0.448677868	0.417576015	0.424496353	0.491060764	0.407453179	0.347785771	0.42801109	0.453104585	0.382320851	0.434553832	0.494702578	0.448677868	0.320833266	0.483914018	0.448050559	0.451833397
213256_at	0.355412513	0.45953998	0.178610533	0.212396413	0.137124091	0.225397125	0.367137969	0.323051453	0.32171917	0.382837743	0.292968482	0.152175173	0.192689225	0.400322199	0.444312662	0.275418341	0.301359981	0.327522635	0.305187047	0.33660993	0.313375384	0.313810587	0.313375384	0.24319233	0.273418337	0.238317266	0.21994625	0.398156852	0.47351405	0.222120643	0.398696959	0.124837384	0.376682103	0.462152362	0.178950742	0.430375189	0.304760218	0.216339529	0.430375189	0.33022818	0.27063185	0.391209155	0.344494283	0.324387878	0.352535278	0.403595358	0.373137712	0.287594169	0.271028966	0.416436315	0.339838058	0.340301275	0.322162807	0.389098167	0.333862901	0.197910786	0.345431983	0.426835358	0.264320314	0.313810587	0.341229349	0.306898445	0.371628851	0.376682103	0.396004677	0.380774468	0.281467825	0.203525409	0.377191186	0.282686859
213317_at	0.131289467	0.140703961	0.069017969	0.113132074	0.162784278	0.050258826	0.008657211	0.013175303	0.305614293	0.062274102	0.030075975	0.080028996	0.089092828	0.046639681	0.009714799	0.007355207	0.037959926	0.092906706	0.097357281	0.057103507	0.067415908	0.073813334	0.009083079	0.049274385	0.026562786	0.101811036	0.070458159	0.193730369	0	0.10212934	0.078596033	0.008868281	0.023342185	0.011972433	0.008010539	0.105313972	0.073494084	0.09862937	0.014161082	0.054179262	0.060015973	0.017243469	0.04762939	0.062274102	0.021524014	0.02225402	0.045647826	0.060661752	0.064848132	0.016482193	0.087185718	0.048945822	0.085596174	0.041154899	0.104995362	0.061629511	0.060015973	0.042991553	0.063883647	0.054504812	0.095449626	0.00201183	0.079551421	0.08750359	0.063240156	0.09354239	0.050586566	0.029378179	0.14987047	0.004602287
213358_at	0.246213958	0.099265523	0.109140083	0.118413582	0.287183285	0.109459184	0.291308284	0.186474606	0.264712483	0.430968881	0.517620027	0.288828939	0.131612897	0.623884141	0.763724506	0.146915197	0.27622062	0.370626271	0.079232998	0.389624745	0.341229349	0.457595199	0.27622062	0.134851739	0.140703961	0.156470194	0.24168773	0.213827372	0.530693769	0.167466372	0.284317017	0.210790515	0.368629038	0.327522635	0.272620618	0.229426607	0.143968493	0.185787424	0.146587372	0.161784306	0.028151007	0.145932034	0.152504861	0.14987047	0.109140083	0.153824776	0.157132745	0.116811529	0.180995151	0.121943429	0.120338008	0.159123287	0.100856289	0.224667445	0.058075555	0.185444087	0.083052076	0.177930593	0.192689225	0.155808136	0.1338792	0.161451235	0.097675279	0.105632611	0.090999767	0.159455478	0.198959932	0.15316458	0.158459276	0.078596033
213419_at	0.046309307	0.128382251	0.006909242	0.07939221	0.015522444	0.024063332	0.200361356	0.026562786	0.007131001	0.066132747	0.19931002	0.220670179	0.223574623	0.283501238	0.30732733	0.115530916	0.066453665	0.024781236	0.010957746	0.147571176	0.043989666	0.039981335	0.018562416	0.028327107	0.046309307	0.044487767	0.074132524	0.074770749	0.341229349	0.049274385	0.359768182	0.03541448	0.008227483	0.438786894	0.209900066	0.012377227	0.009924251	0.083052076	0.089410663	0.021157235	0.172512501	0.017243469	0.03111852	0.093860239	0.171837851	0.202117294	0.054179262	0.055805396	0.030424032	0.06709525	0.174539879	0.085914113	0.172175109	0.034902748	0.109459184	0.021706752	0.118093051	0.109459184	0.125481248	0.04729972	0.138099298	0.100219913	0.108502008	0.147571176	0.126769841	0	0.038635124	0.078596033	0.032845736	0.108821027
213423_x_at	0.063561954	0.038297705	0.059369691	0.059692852	0.202469036	0.08018817	0.054504812	0.073174775	0.034902748	0.086867832	0.014747261	0.090046309	0.005076343	0.123550497	0.03438995	0.021524014	0.149212986	0.023882844	0.022980053	0.059046358	0.300936729	0.043989666	0.033533219	0.111055344	0.052875359	0.086549938	0.148227572	0.057751682	0.094813839	0.28025189	0.060015973	0.108183034	0.08018817	0.02097334	0.046639681	0.084960259	0.010957746	0.014357083	0.067736484	0.048617043	0.050586499	0.061951865	0.034561027	0.076365411	0.059692897	0.041656729	0.082415842	0.048617043	0.035244044	0.029727362	0.024063332	0.062274102	0.047958829	0.053201593	0.120658964	0.076365411	0.004840709	0.039981335	0.082415842	0.068377383	0.063240156	0.080824792	0.034902748	0.054179262	0.050258826	0.082733966	0.03181091	0.035244044	0.065811731	0.054830201
213524_s_at	0.273817688	0.279847264	0.57258153	0.555321813	0.33022818	0.643809378	0.314246207	0.514450371	0.787487805	0.227958128	0.52736342	0.808293462	0.724303663	0.591237903	0.24319233	0.169817328	0.21994625	0.363189906	0.414168328	0.351580858	0.227958128	0.606926918	0.488180608	0.618894041	0.632929206	0.499881715	0.409119725	0.641030729	0.466778785	0.582754731	0.655356586	0.432756424	0.31511876	0.543584287	0.81302315	0.60576725	0.656852365	0.770034313	0.715452552	0.667687595	0.81302315	0.611631036	0.688003063	0.711218715	0.650941491	0.677540541	0.719810903	0.677540541	0.570599914	0.642414987	0.731319368	0.638292134	0.699182212	0.773319185	0.581716597	0.766838014	0.717615545	0.697263777	0.749232173	0.642414987	0.583797574	0.653873026	0.517620027	0.591237903	0.670909762	0.670909762	0.699182212	0.749232173	0.621373653	0.6583606
213530_at	0.264320314	0.283908963	0.227225274	0.234966964	0.016291155	0.211325347	0.184072316	0.260026097	0.142334983	0.322606891	0.271426409	0.188195437	0.274617374	0.259249181	0.315993041	0.239064485	0.217419297	0.207059085	0.317746878	0.35879606	0.346842587	0.271028966	0.19616583	0.221032456	0.196863279	0.26236394	0.054830201	0.250396401	0.253458798	0.229794323	0.292137623	0.198260322	0.231267467	0.351580858	0.234595925	0.140378043	0.172175109	0.211682171	0.19407776	0.133555189	0.160785481	0.122264713	0.190265939	0.042991553	0.11073602	0.067415908	0.204230607	0.220308095	0.179291084	0.197561443	0.213469327	0.129027754	0.155808136	0.189920425	0.159123287	0.185100898	0.090999767	0.162784278	0.094178103	0.19616583	0.191995993	0.059369691	0.195121005	0.133555189	0.105632611	0.119696289	0.093860239	0.232005447	0.035584919	0.182703108
213539_at	0.409119725	0.29463461	0.407453179	0.441231012	0.422173679	0.383355379	0.344962865	0.281873822	0.679239452	0.42860052	0.249633521	0.521636009	0.307756603	0.318186462	0.31994921	0.318626463	0.50822109	0.301359981	0.366147131	0.388047278	0.388572335	0.36269924	0.351104498	0.354931504	0.359281808	0.641030729	0.357826322	0.584845364	0.324387878	0.817998946	0.52407527	0.338913143	0.555321813	0.401409864	0.56283778	0.53406775	0.570599914	0.298405498	0.415300429	0.61766547	0.344494283	0.412477195	0.509765029	0.4860394	0.592321575	0.408563316	0.52736342	0.443076432	0.503641009	0.454380989	0.381804675	0.401409864	0.435155183	0.479014635	0.39280054	0.514450371	0.491060764	0.308186293	0.41871956	0.646629572	0.514450371	0.424496353	0.627710044	0.548032582	0.457595199	0.42801109	0.594505131	0.395468652	0.542704105	0.593410611
213541_s_at	0.557178795	0.51287955	0.160120234	0.191303462	0.467445523	0.353971273	0.395468652	0.373641998	0.479709506	0.539214015	0.429782569	0.260804206	0.188540101	0.44493258	0.543584287	0.204230607	0.375665993	0.492511868	0.509765029	0.397617608	0.48889792	0.440006644	0.290066987	0.429191023	0.36269924	0.485329181	0.291722775	0.106588736	0.456949681	0.509765029	0.009504226	0.318626463	0.399237871	0.165122077	0.217059165	0.265104949	0.320833266	0.24319233	0.229426607	0.164119378	0.331587493	0.374652624	0.359768182	0.24773109	0.389624745	0.253458798	0.31730774	0.273418337	0.350628704	0.356376261	0.201765731	0.300936729	0.203525409	0.115210898	0.405243486	0.321276009	0.26825574	0.171163782	0.232744396	0.179291084	0.357342392	0.333406836	0.282686859	0.382837743	0.228691906	0.34873116	0.232005447	0.24773109	0.239064485	0.335692227
213558_at	0.216339529	0.095131725	0.099901766	0.159123287	0.19931002	0.060984455	0.059692897	0.09862937	0.040149193	0.024422679	0.045978688	0.028678065	0.050586566	0.154485419	0.017433083	0.130642861	0.093224548	0.111374706	0.137449071	0.085596174	0.165456578	0.19442533	0.028678065	0.060338926	0.120979987	0.166125968	0.071257658	0.071896955	0.147571176	0.157795772	0.080824792	0.0706181	0.241312221	0.175555542	0.116491288	0.134527475	0.018749861	0.151516125	0.042991553	0.079551421	0.013174612	0.055155426	0.124837384	0.065651178	0.051077779	0	0.177251264	0.077640302	0.072855413	0.073494084	0.018187525	0.051241454	0.066132747	0.01986682	0.116171107	0.146259651	0.09862937	0.065811731	0.053201593	0.088774994	0.03404757	0.068377383	0.029028418	0	0.086549938	0.048617043	0.0706181	0.04729972	0.047958829	0.057427667
213577_at	0.271028966	0.153824776	0.395468652	0.217779651	0.19407776	0.290894151	0.177590847	0.329776049	0.161784306	0.216699243	0.231267467	0.283501238	0.273418337	0.231267467	0.195121005	0.31511876	0.292552859	0.167131066	0.217059165	0.304333776	0.320833266	0.204583496	0.254996657	0.26353687	0.27782914	0.328873247	0.344962865	0.182019457	0.161451235	0.334776551	0.251160353	0.359768182	0.317746878	0.352057785	0.238317266	0.188195437	0.158791229	0.234966964	0.202469036	0.21311149	0.261583477	0.287183285	0.207768157	0.252308309	0.273817688	0.231636345	0.207413524	0.223210797	0.237571031	0.210968718	0.278635383	0.229059145	0.207059085	0.28025189	0.198959932	0.171837851	0.191995993	0.31034103	0.204230607	0.112333089	0.186130941	0.246213958	0.215980023	0.227958128	0.207413524	0.269838572	0.267071903	0.366642237	0.261583477	0.223574623
213624_at	0.161784306	0.064848132	0.231636345	0.127414584	0.21311149	0.166460872	0.113291897	0.115210898	0.289241254	0.165791214	0.300513893	0.337529659	0.417005688	0.152834669	0.014552172	0.324834287	0.257698804	0.094495967	0.142008588	0.03318971	0.27782914	0.210256085	0.214544088	0.141029969	0.280656874	0.158127472	0.00201183	0.435155183	0.232005447	0.215980023	0.375158966	0.236453533	0.136799201	0.112333089	0.481804162	0.271028966	0.483914018	0.563794136	0.330680788	0.383873731	0.306898445	0.446799666	0.361719757	0.353971273	0.434553832	0.355412513	0.388572335	0.265497744	0.478321403	0.273817688	0.400865614	0.30732733	0.374652624	0.398156852	0.314246207	0.234595925	0.327073395	0.260415018	0.300513893	0.40414387	0.323941946	0.399779618	0.314682245	0.295888156	0.36269924	0.388047278	0.372634083	0.462808967	0.322606891	0.455021173
213666_at	0.480406046	0.401954979	0.383355379	0.454380989	0.457595199	0.222120643	0.439396203	0.454380989	0.51287955	0.448677868	0.396004677	0.350628704	0.36269924	0.363681197	0.541827023	0.413603693	0.28309387	0.373641998	0.491785407	0.505159199	0.360255152	0.540952981	0.394399017	0.308186293	0.239438489	0.566686749	0.423914164	0.357826322	0.398696959	0.66452378	0.399237871	0.410235256	0.413039982	0.386999398	0.44246009	0.214544088	0.31730774	0.339375317	0.178610533	0.349204719	0.283501238	0.172175109	0.263928443	0.29672572	0.318186462	0.301783621	0.310773253	0.285952777	0.26353687	0.252691537	0.306898445	0.272222221	0.307756603	0.231267467	0.28309387	0.367634356	0.278232098	0.303056896	0.28025189	0.33660993	0.214902759	0.320390999	0.239064485	0.347313911	0.229059145	0.256539017	0.357342392	0.338913143	0.288828939	0.318186462
213668_s_at	0.63693738	0.61644429	0.396541506	0.59893924	0.573578715	0.208833218	0.608093083	0.596710801	0.130966127	0.540952981	0.61644429	0.34637183	0.364665687	0.674193025	0.524893403	0.496910483	0.29463461	0.517620027	0.601191044	0.602325857	0.532375216	0.45119974	0.430968881	0.324834287	0.253842831	0.611631036	0.641030729	0.090364128	0.592321575	0.688003063	0.014161082	0.773319185	0.400865614	0.086549938	0.166460872	0.123228952	0.183045164	0.222847193	0.248111039	0.1823612	0.189575091	0.146915197	0.239064485	0.207413524	0.217779651	0.269838572	0.166460872	0.250778228	0.099265523	0.222483799	0.290066987	0.260804206	0.304333776	0.060338926	0.215261638	0.107864097	0.245456979	0.440618247	0.25461176	0.213827372	0.19407776	0.204583496	0.266677886	0.222483799	0.274617374	0.185100898	0.317746878	0.098947436	0.26825574	0.343558759
213734_at	0.367137969	0.402500927	0.422752827	0.417576015	0.370626271	0.50822109	0.365158856	0.374146968	0.422173679	0.533220053	0.467445523	0.361719757	0.323496461	0.434553832	0.447424501	0.31994921	0.460843384	0.440618247	0.403047711	0.352535278	0.363189906	0.481804162	0.446799666	0.534918249	0.491060764	0.347785771	0.39280054	0.53748697	0.479709506	0.499135941	0.493240207	0.437571794	0.375665993	0.491060764	0.398696959	0.464787364	0.476251483	0.456949681	0.495436609	0.455662668	0.405243486	0.514450371	0.4860394	0.454380989	0.502131164	0.532375216	0.478321403	0.502131164	0.497650325	0.52325964	0.491060764	0.516824067	0.470801681	0.448677868	0.512097538	0.433354467	0.478321403	0.410235256	0.438178778	0.455021173	0.500629485	0.495436609	0.533220053	0.52407527	0.52325964	0.491060764	0.438786894	0.375665993	0.507452428	0.500629485
213737_x_at	0.612823844	0.855859518	0.680955589	0.606926918	0.885786176	0.66452378	0.799462855	0.699182212	0.682689607	0.59782213	0.539214015	0.57558614	0.757725418	0.539214015	0.520022273	0.823256075	0.741261244	0.594505131	0.736200035	0.823256075	0.686212778	0.641030729	0.724303663	0.691643715	0.655356586	1	0.787487805	0.614023626	0.554398656	0.494702578	0.540952981	0.803781211	0.713320613	0.6583606	0.655356586	0.680955589	0.653873026	0.627710044	0.585898101	0.649493039	0.574580252	0.574580252	0.606926918	0.600062191	0.63693738	0.620130003	0.595605195	0.629001915	0.61766547	0.631611347	0.612823844	0.61644429	0.626426518	0.557178795	0.618894041	0.638292134	0.592321575	0.641030729	0.6046139	0.632929206	0.643809378	0.621373653	0.661415577	0.643809378	0.627710044	0.593410611	0.669291198	0.609265745	0.631611347	0.669291198
213830_at	0.251925379	0.081143059	0.153494626	0.088774994	0.04729972	0.207413524	0.222483799	0.21994625	0.410794377	0.279039025	0.166125968	0.151186764	0.198260322	0.076046571	0.173863515	0.022617631	0.27063185	0.16245082	0.1338792	0.222120643	0.252691537	0.131612897	0.010339994	0.127414584	0.131612897	0.36123094	0.198610038	0.468783468	0.133231267	0.131612897	0.349204719	0.19616583	0.263145596	0.161118299	0.214185625	0.40634656	0.31994921	0.148884416	0.167801812	0.389098167	0.179972246	0.059369691	0.177590847	0.186130941	0.186130941	0.068697713	0.297984988	0.172512501	0.292968482	0.241312221	0.142661497	0.125481248	0.211325347	0.265497744	0.091635406	0.339838058	0.263928443	0.078914531	0.134851739	0.354931504	0.358310878	0.061629511	0.412477195	0.14987047	0.205289841	0.127414584	0.328422576	0.243946165	0.260804206	0.202117294
