GeneName	PMID	Line index	The # of total tokens in sentence	Token Location in sentence
2011	pmid: 21630352	13	5	3
1057	pmid: 23416238	2	19	17
1057	pmid: 23416238	5	30	21
1057	pmid: 23416238	9	21	14
2013	pmid: 23416238	10	5	3
1057	pmid: 22218763	3	33	28
1057	pmid: 23261766	2	14	8
1057	pmid: 23261766	10	13	6
1057	pmid: 23261766	12	20	19
1319	pmid: 22859697	3	53	20
1057	pmid: 23039230	5	48	5
4280	pmid: 23039230	5	48	46
2012	pmid: 23039230	8	4	2
2012	pmid: 23039230	9	6	3
55364	pmid: 23383186	2	20	5
55364	pmid: 23383186	3	13	11
55364	pmid: 23383186	4	51	45
10541	pmid: 23383186	5	13	5
2011	pmid: 23383186	5	13	3
8741	pmid: 23383186	5	13	5
55364	pmid: 23383186	11	50	28
1057	pmid: 22144343	5	42	29
2012	pmid: 22144343	9	8	3
1057	pmid: 22951995	2	18	9
1057	pmid: 22951995	9	29	3
1057	pmid: 22951995	12	21	15
1057	pmid: 22951995	13	42	5
4280	pmid: 22720838	6	10	2
4280	pmid: 22720838	7	22	5
1319	pmid: 22720838	8	16	7
55364	pmid: 22466791	3	25	21
2000	pmid: 22968544	5	34	31
1057	pmid: 22277374	2	19	7
1319	pmid: 23303521	6	30	17
2012	pmid: 22396437	15	6	3
972	pmid: 23576302	4	54	52
972	pmid: 23576302	6	33	6
4280	pmid: 23576302	6	33	12
972	pmid: 23576302	7	23	16
2013	pmid: 23576302	8	7	2
2012	pmid: 23207182	11	5	3
3553	pmid: 22694930	3	39	18
1564	pmid: 22694930	5	24	22
7128	pmid: 22694930	7	45	16
3596	pmid: 22694930	9	20	8
3122	pmid: 22694930	10	21	8
55876	pmid: 22694930	11	26	8
10318	pmid: 22694930	12	37	8
2012	pmid: 22694930	14	10	3
1999	pmid: 22046772	7	28	16
55364	pmid: 21938671	5	38	16
55364	pmid: 22295019	6	29	14
1057	pmid: 22461701	3	27	9
1057	pmid: 22461701	4	36	23
1057	pmid: 22461701	8	38	11
1057	pmid: 22461701	11	22	16
1000	pmid: 22047971	9	26	25
2000	pmid: 22047971	9	26	21
2000	pmid: 22047971	14	43	41
2000	pmid: 22047971	15	19	8
2000	pmid: 22047971	16	50	37
2011	pmid: 22047971	19	5	3
2012	pmid: 22537857	10	5	3
9215	pmid: 23312657	3	44	7
2013	pmid: 23312657	12	5	3
2012	pmid: 22888087	7	8	3
2012	pmid: 22658530	8	10	3
9215	pmid: 22465283	9	26	7
2012	pmid: 22465283	10	5	3
2000	pmid: 22835665	7	32	30
2012	pmid: 22835665	30	6	3
2020	pmid: 22232355	3	28	24
5500	pmid: 22232355	3	28	19
1990	pmid: 22232353	6	11	9
51752	pmid: 22253828	2	9	5
51752	pmid: 22253828	3	10	2
64167	pmid: 22253828	4	33	22
51752	pmid: 22253828	9	36	9
1057	pmid: 22160641	4	20	8
1057	pmid: 22160641	5	19	10
1903	pmid: 22160641	8	29	6
1057	pmid: 22160641	9	30	23
1057	pmid: 22160641	10	15	14
4280	pmid: 21828184	7	38	2
1057	pmid: 21828184	9	18	16
4280	pmid: 21828184	10	28	9
11316	pmid: 22220278	8	33	30
1057	pmid: 22161990	12	20	18
3916	pmid: 22161990	13	26	10
2011	pmid: 22161990	17	6	3
1057	pmid: 22870943	10	45	34
1057	pmid: 22870943	13	23	19
55364	pmid: 23757766	4	20	11
2011	pmid: 22034123	15	9	3
1057	pmid: 22606332	7	26	10
1057	pmid: 22606332	8	30	19
1057	pmid: 22606332	9	19	5
9215	pmid: 22606332	9	19	18
1057	pmid: 22606332	10	32	11
9215	pmid: 22713377	4	31	23
2012	pmid: 22286116	11	7	3
55364	pmid: 21699406	9	18	8
55364	pmid: 22732448	5	25	4
1003	pmid: 22732448	5	25	15
2012	pmid: 22732448	10	6	3
1057	pmid: 22732449	2	9	3
1057	pmid: 22732449	4	35	13
643	pmid: 22732449	6	26	14
3683	pmid: 22732449	8	23	11
6382	pmid: 22732449	9	17	9
1057	pmid: 22732449	10	15	7
2012	pmid: 22732449	11	6	3
2011	pmid: 21915943	14	6	3
1057	pmid: 22547957	6	36	8
1319	pmid: 22806903	2	14	6
1057	pmid: 22884303	5	33	28
2010	pmid: 22884303	7	38	23
4280	pmid: 23221338	4	22	16
4280	pmid: 23221338	5	14	2
4280	pmid: 23221338	7	37	34
1057	pmid: 23221338	10	22	21
4280	pmid: 23221338	10	22	15
1057	pmid: 21945466	2	14	13
1057	pmid: 21945466	6	60	59
2011	pmid: 21945466	13	5	3
2876	pmid: 23160276	5	28	16
2910	pmid: 23160276	5	28	20
1594	pmid: 23160276	7	32	24
6302	pmid: 23160276	7	32	22
55364	pmid: 23695501	8	32	20
2001	pmid: 23447800	3	34	25
1057	pmid: 22074360	7	47	27
10215	pmid: 22074360	10	24	23
1057	pmid: 22074360	11	19	10
1057	pmid: 22074360	12	23	11
1319	pmid: 22074360	12	23	22
2001	pmid: 23095852	4	42	18
2005	pmid: 23095852	4	42	20
2012	pmid: 23095852	10	7	3
1319	pmid: 21775715	2	19	18
1319	pmid: 21775715	3	21	8
55364	pmid: 21775715	7	18	11
1948	pmid: 23983034	4	23	21
10541	pmid: 23983034	18	56	8
1940	pmid: 23983034	18	56	9
1945	pmid: 23983034	18	56	12
9215	pmid: 23983034	18	56	43
8741	pmid: 23983034	18	56	8
1934	pmid: 22258960	2	7	2
1293	pmid: 22258960	13	20	13
3122	pmid: 22258960	13	20	9
1934	pmid: 22258960	15	26	2
1934	pmid: 22258960	20	14	3
1057	pmid: 23739916	2	13	9
1057	pmid: 23739916	4	43	24
1057	pmid: 23739916	7	21	6
1057	pmid: 23739916	10	27	9
140685	pmid: 23739915	2	13	6
6198	pmid: 23739915	2	13	4
9215	pmid: 23739915	4	26	18
8499	pmid: 23739915	5	42	28
3459	pmid: 23089549	6	22	5
3459	pmid: 23089549	7	21	7
2012	pmid: 23089549	8	5	3
1057	pmid: 23862098	2	16	8
1057	pmid: 23862098	3	18	12
1057	pmid: 23862098	8	18	3
1995	pmid: 23862098	8	18	10
1057	pmid: 23862098	10	15	10
1057	pmid: 23862098	13	17	2
1319	pmid: 21594697	9	15	4
55364	pmid: 22151889	5	22	15
5743	pmid: 22151889	7	17	8
4280	pmid: 23640763	7	15	4
4280	pmid: 23640763	8	25	5
4280	pmid: 23640763	9	39	18
2013	pmid: 23640763	12	7	2
55364	pmid: 23244811	2	24	5
55364	pmid: 23244811	3	23	5
2012	pmid: 23244811	14	11	3
1057	pmid: 22641580	3	29	10
55364	pmid: 22217263	5	52	14
2009	pmid: 22217263	12	32	31
1996	pmid: 22385519	4	29	17
2001	pmid: 22385519	4	29	19
58	pmid: 22385519	11	10	9
2012	pmid: 22385519	11	10	7
1319	pmid: 22335434	2	22	6
1319	pmid: 22335434	3	39	17
4280	pmid: 22335434	4	15	7
4280	pmid: 22335434	5	15	6
4280	pmid: 22335434	6	19	4
4280	pmid: 22335434	7	27	23
1319	pmid: 22335434	8	18	10
4280	pmid: 22335434	8	18	14
4280	pmid: 22335434	9	22	12
2012	pmid: 22335434	11	12	8
10922	pmid: 22440485	11	19	13
2012	pmid: 22440485	16	8	3
2009	pmid: 22979982	4	15	12
51561	pmid: 22982753	2	17	4
51561	pmid: 22982753	3	26	4
51561	pmid: 22982753	5	13	8
51561	pmid: 22982753	6	21	13
51561	pmid: 22982753	7	20	10
51561	pmid: 22982753	8	18	13
51561	pmid: 22982753	10	19	14
51561	pmid: 22982753	11	22	11
1057	pmid: 22982753	12	28	26
2012	pmid: 22982753	13	5	3
55364	pmid: 22438029	7	19	12
3361	pmid: 23548494	4	17	10
9215	pmid: 23548494	11	14	10
2013	pmid: 22960049	13	8	3
9215	pmid: 21584674	7	29	5
2012	pmid: 23045978	9	7	2
1057	pmid: 22647574	4	29	14
50943	pmid: 22647574	6	33	28
4280	pmid: 22647574	7	16	13
1057	pmid: 22647574	8	8	7
1057	pmid: 22647574	9	21	20
4280	pmid: 22647574	10	31	5
4280	pmid: 22647574	11	20	13
4280	pmid: 22647574	12	19	2
1319	pmid: 23857303	3	16	10
361	pmid: 23857303	10	35	2
1319	pmid: 23857303	10	35	18
361	pmid: 23857303	11	21	5
1319	pmid: 23857303	11	21	14
361	pmid: 23857303	12	16	6
361	pmid: 23857303	13	17	13
1319	pmid: 23857303	14	29	17
83985	pmid: 23929922	6	35	4
83985	pmid: 23929922	15	35	20
