GeneName	PMID	Line index	The # of total tokens in sentence	Token Location in sentence
9215	pmid: 22112418	12	18	3
1057	pmid: 22112292	2	13	9
1057	pmid: 22112292	4	54	51
2005	pmid: 22112292	4	54	28
1057	pmid: 22111082	2	18	17
1057	pmid: 22111082	3	24	4
100133941	pmid: 22111082	4	23	14
1057	pmid: 22111082	4	23	9
100133941	pmid: 22111082	5	23	20
1057	pmid: 22111082	5	23	4
1057	pmid: 22111082	7	18	2
100133941	pmid: 22111082	8	15	11
960	pmid: 22111082	8	15	7
4280	pmid: 22111082	9	29	8
4280	pmid: 22111082	12	14	11
1057	pmid: 22111082	13	13	12
100133941	pmid: 22111082	14	31	13
960	pmid: 22111082	14	31	11
1057	pmid: 22111082	14	31	24
1057	pmid: 22110842	7	28	20
25800	pmid: 22110740	5	25	21
25800	pmid: 22110740	6	16	12
25800	pmid: 22110740	7	19	8
25800	pmid: 22110740	8	24	7
25800	pmid: 22110740	12	26	5
1786	pmid: 22110720	2	13	3
1788	pmid: 22110720	2	13	5
2735	pmid: 22110720	2	13	9
2735	pmid: 22110720	5	11	9
2735	pmid: 22110720	6	19	3
2735	pmid: 22110720	8	13	2
2735	pmid: 22110720	9	12	9
2735	pmid: 22110720	10	18	16
1786	pmid: 22110720	11	23	8
1788	pmid: 22110720	11	23	10
1786	pmid: 22110720	12	31	16
1788	pmid: 22110720	12	31	18
2735	pmid: 22110720	12	31	2
1786	pmid: 22110720	13	35	19
1788	pmid: 22110720	13	35	21
2735	pmid: 22110720	13	35	8
1786	pmid: 22110720	14	31	17
1788	pmid: 22110720	14	31	19
2735	pmid: 22110720	14	31	5
1786	pmid: 22110720	15	12	8
2735	pmid: 22110720	15	12	4
2735	pmid: 22110720	16	19	6
1786	pmid: 22110720	17	16	11
1788	pmid: 22110720	17	16	3
2735	pmid: 22110720	17	16	7
1057	pmid: 22110279	5	21	16
1057	pmid: 22110279	6	17	8
1057	pmid: 22110279	12	12	8
1057	pmid: 22110279	17	19	18
1057	pmid: 22110277	4	16	13
1057	pmid: 22110277	5	25	3
1057	pmid: 22110277	7	15	14
1057	pmid: 22110277	8	18	3
1057	pmid: 22110277	10	19	5
2001	pmid: 22110205	5	19	8
1057	pmid: 22110196	7	15	8
1057	pmid: 22110196	11	14	12
1057	pmid: 22110196	14	12	4
1057	pmid: 22110196	16	14	8
1057	pmid: 22109853	2	20	19
1057	pmid: 22109853	4	32	30
122953	pmid: 22109562	2	16	4
1057	pmid: 22109562	2	16	15
122953	pmid: 22109562	6	42	37
1057	pmid: 22109562	6	42	30
122953	pmid: 22109562	7	41	34
1057	pmid: 22109562	8	45	15
1057	pmid: 22109562	9	20	19
2353	pmid: 22109562	10	33	5
2354	pmid: 22109562	10	33	5
3725	pmid: 22109562	10	33	5
10535	pmid: 22109562	10	33	5
3727	pmid: 22109562	10	33	5
1057	pmid: 22109279	7	27	13
136541	pmid: 22109105	6	25	17
136541	pmid: 22109105	8	12	6
136541	pmid: 22109105	10	24	7
136541	pmid: 22109105	13	16	3
1057	pmid: 22108826	3	19	17
1057	pmid: 22108826	6	21	12
1057	pmid: 22108826	8	23	19
388112	pmid: 22108826	9	37	29
4280	pmid: 22107757	7	36	12
10541	pmid: 22107748	8	11	3
1992	pmid: 22107748	8	11	4
8741	pmid: 22107748	8	11	3
1000	pmid: 22106322	12	22	21
1998	pmid: 22106320	8	21	19
4280	pmid: 22105852	2	15	6
2475	pmid: 22105852	3	15	6
1057	pmid: 22105852	7	29	25
1934	pmid: 22105852	7	29	24
4280	pmid: 22105852	7	29	7
9215	pmid: 22105367	3	27	4
4585	pmid: 22105367	4	19	10
4811	pmid: 22105367	5	34	22
4585	pmid: 22105367	6	16	4
4585	pmid: 22105367	7	34	31
4585	pmid: 22105367	8	30	24
1057	pmid: 22105367	9	15	11
4280	pmid: 22105367	10	32	8
4585	pmid: 22105367	12	14	6
331	pmid: 22104728	2	16	6
1057	pmid: 22104728	4	47	45
331	pmid: 22104728	5	21	5
1057	pmid: 22104728	7	13	11
6507	pmid: 22104574	4	23	18
9215	pmid: 22104574	9	36	4
1057	pmid: 22103494	4	33	15
1057	pmid: 22102578	2	13	12
1057	pmid: 22102578	3	30	14
1057	pmid: 22102578	4	32	31
1057	pmid: 22102578	5	36	35
1057	pmid: 22102578	6	39	38
1057	pmid: 22101587	2	12	4
1057	pmid: 22101587	3	23	2
1057	pmid: 22101587	4	12	8
1057	pmid: 22101587	5	24	16
1057	pmid: 22100984	10	17	11
5156	pmid: 22100984	11	16	5
1934	pmid: 22100174	2	14	6
1934	pmid: 22100174	3	27	4
1057	pmid: 22100174	5	14	13
596	pmid: 22100174	6	16	3
2009	pmid: 22099799	7	19	16
1057	pmid: 22099584	2	16	13
1057	pmid: 22099584	3	24	21
1057	pmid: 22099584	5	35	31
1057	pmid: 22099584	9	13	12
1057	pmid: 22099584	12	12	11
4072	pmid: 22096026	4	31	20
1057	pmid: 22096026	5	27	17
1057	pmid: 22096026	6	26	3
80321	pmid: 22096026	10	25	16
4838	pmid: 22095667	8	24	15
2011	pmid: 22095667	13	6	3
3897	pmid: 22095073	2	10	9
3897	pmid: 22095073	5	44	23
3897	pmid: 22095073	6	22	9
3897	pmid: 22095073	11	25	8
4280	pmid: 22095073	11	25	5
3897	pmid: 22095073	12	29	14
55364	pmid: 22091441	3	33	2
1995	pmid: 22088817	4	23	19
2010	pmid: 22088817	4	23	21
55364	pmid: 22088810	3	20	3
1991	pmid: 22088810	4	66	46
2001	pmid: 22088810	4	66	64
1057	pmid: 22087285	2	13	10
1057	pmid: 22087285	7	16	12
1057	pmid: 22087285	8	23	5
596	pmid: 22087285	10	18	2
1057	pmid: 22087285	11	25	13
2735	pmid: 22087285	11	25	4
2736	pmid: 22087285	11	25	6
596	pmid: 22087285	12	20	14
1057	pmid: 22087285	12	20	19
1057	pmid: 22087246	2	17	6
9215	pmid: 22087246	3	29	8
1057	pmid: 22087246	5	29	16
1057	pmid: 22087246	6	31	21
1956	pmid: 22087246	7	26	4
1057	pmid: 22087246	8	21	10
1057	pmid: 22086925	6	28	21
1057	pmid: 22086925	10	14	13
1057	pmid: 22086925	11	48	42
1057	pmid: 22086883	3	12	11
9215	pmid: 22086883	15	21	5
3845	pmid: 22086851	4	29	28
2735	pmid: 22086851	5	20	17
1057	pmid: 22086851	6	22	11
2735	pmid: 22086851	6	22	4
2735	pmid: 22086851	8	19	6
2735	pmid: 22086851	9	35	24
1057	pmid: 22086681	2	19	3
1057	pmid: 22086681	5	39	14
1057	pmid: 22086681	6	27	7
388112	pmid: 22086681	7	35	11
4072	pmid: 22086681	8	21	17
1956	pmid: 22086503	5	18	6
1956	pmid: 22086503	7	24	8
1956	pmid: 22086503	12	56	53
1956	pmid: 22086503	13	17	2
2011	pmid: 22086503	15	5	2
1057	pmid: 22084165	7	21	13
4280	pmid: 22084065	3	14	4
3845	pmid: 22083596	6	22	17
7980	pmid: 22083596	11	33	21
3845	pmid: 22083596	12	11	7
651	pmid: 22083596	14	18	5
3845	pmid: 22083596	14	18	12
651	pmid: 22083596	17	13	8
651	pmid: 22083596	18	13	3
3845	pmid: 22083596	18	13	6
2011	pmid: 22083596	20	5	2
100129528	pmid: 22082608	5	16	15
1057	pmid: 22082308	3	56	23
6774	pmid: 22082308	11	31	4
6293	pmid: 22081925	7	16	4
2001	pmid: 22081923	6	13	9
2010	pmid: 22081923	6	13	11
4838	pmid: 22081923	11	23	8
1504	pmid: 22081483	8	30	20
6286	pmid: 22081483	11	43	3
2012	pmid: 22081483	14	10	3
9215	pmid: 22081011	3	26	17
9215	pmid: 22080849	2	22	12
9215	pmid: 22080849	4	26	16
1203	pmid: 22080849	5	27	2
4221	pmid: 22080849	6	11	9
1990	pmid: 22080849	10	16	10
4221	pmid: 22080849	11	15	12
1057	pmid: 22080430	7	36	15
1057	pmid: 22080430	9	22	12
1057	pmid: 22080430	14	18	6
4773	pmid: 22079596	2	13	5
1057	pmid: 22079596	8	22	18
4773	pmid: 22079596	8	22	6
4773	pmid: 22079596	9	14	4
4773	pmid: 22079596	11	30	4
4773	pmid: 22079596	13	19	9
1612	pmid: 22078386	14	21	12
9020	pmid: 22078386	14	21	10
1998	pmid: 22076669	5	16	13
1030	pmid: 22076669	10	14	12
1057	pmid: 22076649	2	17	9
1057	pmid: 22076649	5	20	11
1057	pmid: 22076649	6	22	2
1057	pmid: 22076649	7	31	30
1057	pmid: 22076649	8	43	42
1057	pmid: 22076649	9	28	10
1994	pmid: 22076564	8	8	2
55364	pmid: 22076564	12	20	17
1057	pmid: 22076497	5	24	14
1057	pmid: 22076497	6	8	7
1057	pmid: 22076497	9	23	16
2006	pmid: 22076067	4	30	2
2010	pmid: 22076067	6	32	17
51147	pmid: 22075380	5	20	11
51147	pmid: 22075380	6	24	8
1057	pmid: 22075380	6	24	18
1057	pmid: 22072879	6	28	26
960	pmid: 22072879	7	24	10
1057	pmid: 22072879	7	24	17
960	pmid: 22072879	8	20	11
1057	pmid: 22072879	13	14	13
2572	pmid: 22072614	8	26	5
55364	pmid: 22072614	12	34	11
81620	pmid: 22072567	10	18	4
7465	pmid: 22072567	10	18	6
55364	pmid: 22072244	3	20	15
55364	pmid: 22072244	6	32	30
596	pmid: 22069448	2	22	12
6678	pmid: 22069448	2	22	4
6678	pmid: 22069448	5	29	9
6678	pmid: 22069448	6	39	10
1057	pmid: 22069448	7	29	11
1057	pmid: 22069448	8	28	12
596	pmid: 22069448	9	25	22
6678	pmid: 22069448	10	35	18
596	pmid: 22069448	11	25	9
6678	pmid: 22069448	12	23	4
2006	pmid: 22068173	4	23	10
1086	pmid: 22067331	2	17	15
1086	pmid: 22067331	5	37	14
5629	pmid: 22067331	5	37	33
5629	pmid: 22067331	6	19	4
1057	pmid: 22067331	8	27	15
5629	pmid: 22067331	10	11	3
947	pmid: 22067331	12	8	7
5629	pmid: 22067331	17	27	4
5629	pmid: 22067331	18	26	3
5629	pmid: 22067331	19	21	15
5629	pmid: 22067331	20	14	2
55364	pmid: 22066465	4	15	8
55364	pmid: 22066465	15	22	19
1057	pmid: 22066019	7	31	12
94025	pmid: 22066010	2	8	4
94025	pmid: 22066010	4	32	2
94025	pmid: 22066010	5	29	12
94025	pmid: 22066010	6	24	22
1057	pmid: 22066010	10	11	10
94025	pmid: 22066010	10	11	2
1057	pmid: 22066010	14	24	6
94025	pmid: 22066010	15	24	6
1057	pmid: 22065721	2	13	11
1057	pmid: 22065721	6	24	18
1057	pmid: 22065721	8	40	21
1057	pmid: 22065595	7	31	15
2000	pmid: 22065319	7	12	10
2004	pmid: 22065318	4	16	12
1057	pmid: 22064683	11	20	16
1057	pmid: 22064652	6	39	26
1057	pmid: 22064652	7	29	26
8754	pmid: 22064652	8	20	7
8754	pmid: 22064652	9	15	7
8754	pmid: 22064652	10	24	8
2243	pmid: 22064622	10	18	10
2621	pmid: 22036026	5	31	14
3454	pmid: 22036026	5	31	25
1057	pmid: 22036026	14	67	17
2621	pmid: 22036026	16	29	19
3454	pmid: 22036026	16	29	21
1057	pmid: 22057918	6	67	56
29916	pmid: 22057918	10	5	3
10536	pmid: 22057918	11	8	3
1057	pmid: 22057918	14	8	7
2001	pmid: 22057240	5	20	8
2010	pmid: 22057240	5	20	11
55364	pmid: 22057240	13	15	12
9215	pmid: 22056954	3	24	12
9215	pmid: 22056954	5	51	15
9215	pmid: 22056954	6	30	4
9215	pmid: 22056954	9	31	11
7171	pmid: 22056954	11	11	2
9215	pmid: 22056954	13	30	15
1057	pmid: 22056873	9	46	45
3845	pmid: 22056382	3	13	12
1057	pmid: 22056382	11	31	18
1057	pmid: 22056140	3	17	16
4838	pmid: 22056140	4	14	5
4838	pmid: 22056140	5	29	24
1057	pmid: 22056131	2	11	10
1057	pmid: 22056131	4	10	5
1991	pmid: 22055585	5	18	16
1991	pmid: 22055585	13	15	13
1057	pmid: 22053213	2	14	11
1057	pmid: 22053213	6	15	14
1956	pmid: 22053213	10	14	9
1956	pmid: 22053213	13	12	11
1057	pmid: 22053213	14	23	22
1057	pmid: 22053213	15	17	14
1956	pmid: 22053213	16	18	16
1991	pmid: 22052986	4	15	10
1057	pmid: 22052311	5	17	6
3845	pmid: 22052106	4	24	2
3845	pmid: 22052106	5	29	25
101669765	pmid: 22052106	5	29	12
4280	pmid: 22052106	6	21	11
101669765	pmid: 22052106	6	21	19
4280	pmid: 22052106	7	26	14
101669765	pmid: 22052106	7	26	24
101669765	pmid: 22052106	8	12	10
4280	pmid: 22052106	9	25	11
101669765	pmid: 22052106	9	25	23
4280	pmid: 22052106	10	37	17
101669765	pmid: 22052106	10	37	35
4280	pmid: 22052106	11	17	11
101669765	pmid: 22052106	11	17	9
101669765	pmid: 22052106	12	21	3
9215	pmid: 22052063	5	39	19
1057	pmid: 22051278	2	12	10
1057	pmid: 22051278	3	36	14
2005	pmid: 22051278	5	29	26
1057	pmid: 22050994	11	19	15
1995	pmid: 22050964	4	25	23
1057	pmid: 22050456	3	35	14
1057	pmid: 22050456	4	35	32
9215	pmid: 22050456	4	35	14
1057	pmid: 22049925	3	18	14
1057	pmid: 22049925	6	19	11
1057	pmid: 22049079	2	15	13
1057	pmid: 22049079	7	20	4
6383	pmid: 22049079	8	39	15
1057	pmid: 22049060	6	13	9
1057	pmid: 22049060	9	24	5
1057	pmid: 22048257	2	9	4
1057	pmid: 22048257	5	28	27
1057	pmid: 22048257	7	26	25
1995	pmid: 22047824	4	40	26
1999	pmid: 22047824	4	40	28
9215	pmid: 22047824	4	40	31
11335	pmid: 22047375	17	34	15
55364	pmid: 22047375	19	25	20
1105	pmid: 22046413	9	39	20
1769	pmid: 22046413	9	39	26
1105	pmid: 22046413	10	20	10
1105	pmid: 22046413	11	21	5
4838	pmid: 22046095	4	45	22
4838	pmid: 22046095	6	29	28
1057	pmid: 22045191	2	17	13
3845	pmid: 22045191	4	20	3
1956	pmid: 22045191	4	20	19
1057	pmid: 22045191	5	21	4
1956	pmid: 22045191	5	21	20
1057	pmid: 22045191	6	22	13
1956	pmid: 22045191	6	22	9
1956	pmid: 22045191	8	9	4
1057	pmid: 22045190	6	32	31
1057	pmid: 22045190	9	25	17
1057	pmid: 22044796	6	23	22
1057	pmid: 22044796	8	27	26
1057	pmid: 22044796	11	20	8
1057	pmid: 22044796	12	24	17
1057	pmid: 22044669	2	14	9
1057	pmid: 22044669	5	28	8
23239	pmid: 22044669	6	19	6
1057	pmid: 22044669	6	19	18
23239	pmid: 22044669	8	14	6
50507	pmid: 22044669	10	18	12
208	pmid: 22044669	12	14	10
208	pmid: 22044669	13	26	11
1057	pmid: 22043941	5	11	10
1057	pmid: 22043941	6	35	34
6749	pmid: 22043817	3	20	7
1057	pmid: 22042785	2	15	2
1057	pmid: 22042785	3	18	2
2000	pmid: 22042785	6	23	8
2011	pmid: 22042785	6	23	11
672	pmid: 22042785	12	24	22
1057	pmid: 22042473	2	24	23
1057	pmid: 22042473	3	20	19
1057	pmid: 22042473	4	34	20
1057	pmid: 22042473	5	26	12
1057	pmid: 22042473	10	41	17
4280	pmid: 22042473	10	41	21
1057	pmid: 22042473	11	25	24
4280	pmid: 22042469	8	19	6
6352	pmid: 22042469	9	29	28
4280	pmid: 22042469	10	19	8
6352	pmid: 22042469	12	22	16
6352	pmid: 22042469	15	21	15
1057	pmid: 22042419	7	32	30
1057	pmid: 22042419	8	41	11
1057	pmid: 22042419	9	20	16
1057	pmid: 22042419	11	33	11
1057	pmid: 22042419	12	19	18
1057	pmid: 22042419	13	13	12
2001	pmid: 22042212	5	20	3
5978	pmid: 22042212	14	60	42
5978	pmid: 22042212	15	45	27
1057	pmid: 22041920	5	20	12
1057	pmid: 22041920	13	36	21
100129528	pmid: 22041919	7	17	16
5290	pmid: 22041919	8	19	6
3845	pmid: 22041919	11	33	9
3845	pmid: 22041919	12	8	4
3845	pmid: 22041919	15	26	3
1057	pmid: 22041584	2	16	5
1057	pmid: 22041584	5	26	17
1057	pmid: 22041584	8	16	6
1057	pmid: 22041584	11	20	19
1057	pmid: 22041584	12	19	15
9215	pmid: 22041170	8	26	2
55364	pmid: 22040762	15	9	6
5743	pmid: 22039326	5	14	4
5743	pmid: 22039326	7	25	10
5743	pmid: 22039326	8	26	13
5743	pmid: 22039326	9	20	8
5743	pmid: 22039326	11	19	8
1423	pmid: 22039095	6	37	33
1950	pmid: 22039095	6	37	8
1978	pmid: 22039095	6	37	10
5045	pmid: 22038627	2	17	11
5045	pmid: 22038627	5	18	4
5045	pmid: 22038627	6	28	6
5045	pmid: 22038627	7	21	14
5045	pmid: 22038627	8	13	11
5045	pmid: 22038627	10	10	6
5045	pmid: 22038627	11	12	3
1998	pmid: 22038501	5	42	8
2000	pmid: 22038501	6	27	4
5728	pmid: 22036936	2	18	4
5728	pmid: 22036936	3	34	21
5728	pmid: 22036936	6	15	3
5728	pmid: 22036936	8	19	3
5728	pmid: 22036936	10	27	26
5728	pmid: 22036936	11	23	9
5728	pmid: 22036936	12	19	5
1057	pmid: 22036895	2	15	14
1057	pmid: 22036895	6	21	20
1991	pmid: 22036462	6	17	13
2010	pmid: 22036462	6	17	15
2195	pmid: 22034634	9	12	8
9215	pmid: 22034634	12	16	14
672	pmid: 22034435	4	20	2
4280	pmid: 22034435	5	13	7
672	pmid: 22034435	6	27	17
672	pmid: 22034435	7	26	17
672	pmid: 22034435	8	16	14
2000	pmid: 22033701	6	13	10
1057	pmid: 22029859	5	41	16
1057	pmid: 22029859	6	19	9
1057	pmid: 22029859	8	16	2
1057	pmid: 22029859	10	30	17
1057	pmid: 22029859	13	26	25
1057	pmid: 22028818	7	22	10
1057	pmid: 22028818	9	25	11
387	pmid: 22028818	10	54	44
1057	pmid: 22028818	10	54	33
387	pmid: 22028818	11	29	5
1057	pmid: 22028818	12	20	10
387	pmid: 22028818	13	26	15
1057	pmid: 22028623	2	21	8
1057	pmid: 22028623	4	33	18
1057	pmid: 22028623	6	31	4
1057	pmid: 22028623	7	15	10
1057	pmid: 22028623	11	18	17
1057	pmid: 22028623	12	29	16
9215	pmid: 22028623	12	29	28
4162	pmid: 22028623	12	29	10
1057	pmid: 22028623	13	22	4
1057	pmid: 22028618	4	27	17
2736	pmid: 22028618	4	27	24
1057	pmid: 22028618	7	26	5
4280	pmid: 22028618	7	26	17
4280	pmid: 22028618	8	24	6
1057	pmid: 22028587	2	19	11
1057	pmid: 22028587	6	36	30
1769	pmid: 22028587	7	35	33
2011	pmid: 22028089	15	5	2
1057	pmid: 22027695	4	27	3
2735	pmid: 22027695	5	40	31
100129528	pmid: 22027689	2	5	2
56667	pmid: 22027689	5	14	10
56667	pmid: 22027689	6	22	5
56667	pmid: 22027689	7	18	4
1057	pmid: 22027689	8	17	13
56667	pmid: 22027689	8	17	9
1057	pmid: 22027689	9	25	11
56667	pmid: 22027689	10	20	2
56667	pmid: 22027689	12	30	4
56667	pmid: 22027689	14	21	7
7515	pmid: 22026922	5	18	10
1057	pmid: 22025561	5	18	14
1057	pmid: 22025561	6	38	25
3845	pmid: 22025163	14	34	8
1057	pmid: 22024988	3	18	16
1057	pmid: 22024988	7	34	19
4280	pmid: 22024988	7	34	2
1057	pmid: 22024988	9	14	10
1057	pmid: 22024988	13	25	9
1995	pmid: 22024966	5	23	20
2000	pmid: 22024761	5	13	2
9215	pmid: 22024662	14	54	38
1057	pmid: 22024222	8	31	10
1057	pmid: 22022519	3	25	11
4280	pmid: 22022519	6	18	10
4280	pmid: 22022519	11	15	9
1057	pmid: 22022519	13	22	17
1057	pmid: 22022519	14	29	4
2670	pmid: 22022519	14	29	9
5087	pmid: 22022519	14	29	7
55364	pmid: 22021518	13	21	18
9215	pmid: 22021503	3	34	26
100129528	pmid: 22021503	3	34	29
2005	pmid: 22020923	4	27	25
2011	pmid: 22020923	15	5	2
1057	pmid: 22020918	9	12	10
4292	pmid: 22020914	11	18	2
1057	pmid: 22020907	2	16	5
1057	pmid: 22020907	6	24	8
1057	pmid: 22020907	8	16	11
1057	pmid: 22020907	13	19	7
1057	pmid: 22020429	5	24	6
2004	pmid: 22019795	7	24	21
1057	pmid: 22019693	5	21	17
1057	pmid: 22019693	6	24	17
2010	pmid: 22018953	4	11	4
1057	pmid: 22018284	6	33	24
1057	pmid: 22018284	9	25	21
9215	pmid: 22018284	9	25	14
1057	pmid: 22018284	10	21	7
389	pmid: 22016776	11	15	7
4280	pmid: 22016776	13	36	26
3039	pmid: 22016776	14	19	17
5175	pmid: 22016776	14	19	17
1057	pmid: 22016596	2	17	3
1057	pmid: 22016596	4	12	3
1057	pmid: 22016596	13	13	10
1057	pmid: 22016596	14	16	6
1027	pmid: 22016467	8	43	8
1031	pmid: 22016467	8	43	11
2005	pmid: 22015974	5	29	24
2009	pmid: 22015974	5	29	27
4586	pmid: 22015974	10	12	4
1994	pmid: 22015968	4	21	19
11183	pmid: 22015968	9	22	8
1057	pmid: 22015691	3	23	22
1057	pmid: 22015691	8	40	30
1999	pmid: 22015618	7	36	13
2010	pmid: 22015618	7	36	16
1057	pmid: 22014283	7	25	22
4280	pmid: 22014283	10	21	9
1057	pmid: 22014215	6	20	18
1057	pmid: 22014028	6	20	15
1057	pmid: 22014028	11	34	18
1973	pmid: 22012608	5	15	13
4280	pmid: 22010213	6	14	11
387934	pmid: 22010213	7	15	13
387934	pmid: 22010213	8	21	3
387934	pmid: 22010213	9	21	8
1382	pmid: 22010213	9	21	2
1382	pmid: 22010213	11	28	26
387934	pmid: 22010213	12	31	23
55364	pmid: 22009668	2	18	12
9215	pmid: 22009668	4	36	21
9215	pmid: 22009668	11	18	15
9215	pmid: 22009668	13	27	25
53826	pmid: 22008078	3	19	6
53826	pmid: 22008078	4	8	6
53826	pmid: 22008078	5	32	27
1057	pmid: 22008078	6	15	5
53826	pmid: 22008078	6	15	13
53826	pmid: 22008078	7	9	6
4280	pmid: 22008078	7	9	2
53826	pmid: 22008078	10	13	11
53826	pmid: 22008078	12	10	3
1057	pmid: 22008078	13	15	7
53826	pmid: 22008078	13	15	10
53826	pmid: 22008078	14	14	5
1057	pmid: 22008078	15	29	10
53826	pmid: 22008078	15	29	4
1544	pmid: 22006857	6	31	27
1544	pmid: 22006857	7	42	17
1544	pmid: 22006857	8	31	8
1057	pmid: 22006099	9	18	14
4280	pmid: 22006099	9	18	9
4280	pmid: 22006099	13	20	6
2011	pmid: 22006099	17	5	2
1057	pmid: 22005518	6	23	17
4280	pmid: 22005518	8	21	13
1057	pmid: 22004570	7	17	7
1057	pmid: 22004570	13	22	12
4280	pmid: 22004570	13	22	17
1057	pmid: 22004570	14	20	13
1057	pmid: 22004570	15	20	18
55364	pmid: 22004109	5	23	12
7157	pmid: 22004109	9	24	19
1057	pmid: 22004109	12	15	9
1057	pmid: 22003875	6	27	17
1057	pmid: 22003875	7	22	14
9215	pmid: 22002291	6	21	9
2006	pmid: 22002273	5	12	3
55364	pmid: 22001830	7	12	8
55364	pmid: 22001830	9	37	7
55364	pmid: 22000199	16	22	5
2004	pmid: 22000171	6	24	3
1057	pmid: 21999932	6	9	5
1057	pmid: 21999932	9	40	12
1057	pmid: 21999932	10	21	14
1057	pmid: 21999932	11	15	2
5290	pmid: 21998291	3	39	20
2475	pmid: 21998291	4	28	22
1057	pmid: 21998291	4	28	12
2475	pmid: 21998291	5	24	16
673	pmid: 21998291	7	39	35
1057	pmid: 21998291	7	39	11
3845	pmid: 21998291	7	39	33
2475	pmid: 21998291	8	36	17
1057	pmid: 21998291	8	36	25
6794	pmid: 21998291	9	29	19
1057	pmid: 21997759	3	24	20
1057	pmid: 21997759	6	28	17
3845	pmid: 21997479	5	28	20
3845	pmid: 21997479	14	24	2
2817	pmid: 21996748	4	16	7
2817	pmid: 21996748	5	25	5
3845	pmid: 21996748	5	25	15
1057	pmid: 21996748	6	30	24
4280	pmid: 21996748	6	30	14
4280	pmid: 21996748	7	40	2
4280	pmid: 21996748	8	39	11
2817	pmid: 21996748	9	23	21
2817	pmid: 21996748	10	45	28
2353	pmid: 21995960	6	19	7
2354	pmid: 21995960	6	19	7
3725	pmid: 21995960	6	19	7
10535	pmid: 21995960	6	19	7
3727	pmid: 21995960	6	19	7
1057	pmid: 21995960	10	28	20
1057	pmid: 21993922	3	23	10
1057	pmid: 21993922	6	23	22
1057	pmid: 21993922	7	19	7
4280	pmid: 21993421	2	14	8
1057	pmid: 21993421	4	27	26
4280	pmid: 21993421	8	39	29
4280	pmid: 21993421	9	17	2
4280	pmid: 21993421	11	22	8
55364	pmid: 21993421	12	23	22
1057	pmid: 21993421	12	23	15
5743	pmid: 21993002	2	15	12
1057	pmid: 21993002	4	11	10
5743	pmid: 21993002	5	29	7
1057	pmid: 21993002	6	22	19
1241	pmid: 21993002	9	23	18
1057	pmid: 21991388	2	14	6
1057	pmid: 21991388	3	16	13
6774	pmid: 21991388	4	26	13
6774	pmid: 21991388	5	12	2
1057	pmid: 21991388	8	17	8
6774	pmid: 21991388	9	17	7
4280	pmid: 21991388	10	24	10
4316	pmid: 21991388	14	16	3
4316	pmid: 21991388	16	30	25
6774	pmid: 21991388	16	30	6
55364	pmid: 21990070	16	17	10
2011	pmid: 21990070	18	5	2
1057	pmid: 21990041	5	30	18
1057	pmid: 21990041	6	18	17
1057	pmid: 21990041	7	62	48
1057	pmid: 21990041	9	22	18
2011	pmid: 21990041	17	5	2
